"!Template name","LANG_SE","LANG_EN"
"_showFileImagesError","Vi beklagar, det var något problem med formateringen på din PDF.
 Vänligen kontrollera dokumentet och försök igen.","We are sorry, something was wrong with the format in your PDF.
 Please check the document and try again."
